,i1,isoi1,i2,isoi2,f1,isof1,f2,isof2,V
454,9.0,1.0,4.0,2.0,3.0,1.0,9.0,2.0,-0.170404
455,9.0,1.0,4.0,2.0,4.0,1.0,3.0,2.0,0.546812
456,9.0,1.0,4.0,2.0,4.0,1.0,10.0,2.0,0.170404
457,9.0,1.0,4.0,2.0,5.0,1.0,5.0,2.0,0.355424
458,9.0,1.0,4.0,2.0,6.0,1.0,6.0,2.0,-0.355424
459,9.0,1.0,4.0,2.0,7.0,1.0,7.0,2.0,0.241318
460,9.0,1.0,4.0,2.0,8.0,1.0,8.0,2.0,-0.241318
461,9.0,1.0,4.0,2.0,9.0,1.0,4.0,2.0,-0.172623
462,9.0,1.0,4.0,2.0,9.0,1.0,9.0,2.0,0.229895
463,9.0,1.0,4.0,2.0,10.0,1.0,3.0,2.0,0.172623
464,9.0,1.0,4.0,2.0,10.0,1.0,10.0,2.0,-0.229895
465,9.0,1.0,5.0,2.0,3.0,1.0,5.0,2.0,0.809214
466,9.0,1.0,5.0,2.0,6.0,1.0,3.0,2.0,-0.80762
467,9.0,1.0,5.0,2.0,6.0,1.0,10.0,2.0,2.773766
468,9.0,1.0,5.0,2.0,9.0,1.0,5.0,2.0,-2.798305
469,9.0,1.0,6.0,2.0,3.0,1.0,6.0,2.0,-0.451421
470,9.0,1.0,6.0,2.0,4.0,1.0,4.0,2.0,0.000238
471,9.0,1.0,6.0,2.0,4.0,1.0,9.0,2.0,0.406087
472,9.0,1.0,6.0,2.0,5.0,1.0,3.0,2.0,0.451285
473,9.0,1.0,6.0,2.0,5.0,1.0,10.0,2.0,0.106192
474,9.0,1.0,6.0,2.0,7.0,1.0,8.0,2.0,-0.001539
475,9.0,1.0,6.0,2.0,9.0,1.0,6.0,2.0,-0.107566
476,9.0,1.0,6.0,2.0,10.0,1.0,4.0,2.0,-0.409591
477,9.0,1.0,6.0,2.0,10.0,1.0,9.0,2.0,0.000566
478,9.0,1.0,7.0,2.0,3.0,1.0,7.0,2.0,-0.02851
479,9.0,1.0,7.0,2.0,6.0,1.0,8.0,2.0,1.105403
480,9.0,1.0,7.0,2.0,7.0,1.0,5.0,2.0,-1.111412
481,9.0,1.0,7.0,2.0,8.0,1.0,3.0,2.0,0.031961
482,9.0,1.0,7.0,2.0,8.0,1.0,10.0,2.0,1.004959
483,9.0,1.0,7.0,2.0,9.0,1.0,7.0,2.0,-1.006818
484,9.0,1.0,8.0,2.0,3.0,1.0,8.0,2.0,-0.204933
485,9.0,1.0,8.0,2.0,4.0,1.0,7.0,2.0,0.204933
486,9.0,1.0,8.0,2.0,7.0,1.0,3.0,2.0,0.203532
487,9.0,1.0,8.0,2.0,7.0,1.0,10.0,2.0,0.210253
488,9.0,1.0,8.0,2.0,8.0,1.0,4.0,2.0,-0.203532
489,9.0,1.0,8.0,2.0,8.0,1.0,9.0,2.0,-0.210253
490,9.0,1.0,8.0,2.0,9.0,1.0,8.0,2.0,-0.210414
491,9.0,1.0,8.0,2.0,10.0,1.0,7.0,2.0,0.210414
492,9.0,1.0,9.0,2.0,3.0,1.0,4.0,2.0,-1.753766
493,9.0,1.0,9.0,2.0,3.0,1.0,9.0,2.0,0.232045
494,9.0,1.0,9.0,2.0,4.0,1.0,3.0,2.0,1.753766
495,9.0,1.0,9.0,2.0,4.0,1.0,10.0,2.0,-0.232045
496,9.0,1.0,9.0,2.0,5.0,1.0,5.0,2.0,-2.879957
497,9.0,1.0,9.0,2.0,6.0,1.0,6.0,2.0,2.879957
498,9.0,1.0,9.0,2.0,7.0,1.0,7.0,2.0,1.215205
499,9.0,1.0,9.0,2.0,8.0,1.0,8.0,2.0,-1.215205
500,9.0,1.0,9.0,2.0,9.0,1.0,4.0,2.0,0.229895
501,9.0,1.0,9.0,2.0,9.0,1.0,9.0,2.0,-2.255413
502,9.0,1.0,9.0,2.0,10.0,1.0,3.0,2.0,-0.229895
503,9.0,1.0,9.0,2.0,10.0,1.0,10.0,2.0,2.255413
504,9.0,1.0,10.0,2.0,3.0,1.0,3.0,2.0,-1e-06
505,9.0,1.0,10.0,2.0,3.0,1.0,10.0,2.0,-0.002274
506,9.0,1.0,10.0,2.0,4.0,1.0,5.0,2.0,0.002475
507,9.0,1.0,10.0,2.0,6.0,1.0,4.0,2.0,-0.002473
508,9.0,1.0,10.0,2.0,6.0,1.0,9.0,2.0,-0.000558
509,9.0,1.0,10.0,2.0,8.0,1.0,7.0,2.0,8e-06
510,9.0,1.0,10.0,2.0,9.0,1.0,3.0,2.0,0.002293
511,9.0,1.0,10.0,2.0,9.0,1.0,10.0,2.0,-4e-06
512,9.0,1.0,10.0,2.0,10.0,1.0,5.0,2.0,0.000566
513,10.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0,0.546812
514,10.0,1.0,3.0,2.0,3.0,1.0,9.0,2.0,0.170404
515,10.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0,-0.546812
516,10.0,1.0,3.0,2.0,4.0,1.0,10.0,2.0,-0.170404
517,10.0,1.0,3.0,2.0,5.0,1.0,5.0,2.0,-0.355424
518,10.0,1.0,3.0,2.0,6.0,1.0,6.0,2.0,0.355424
519,10.0,1.0,3.0,2.0,7.0,1.0,7.0,2.0,-0.241318
520,10.0,1.0,3.0,2.0,8.0,1.0,8.0,2.0,0.241318
521,10.0,1.0,3.0,2.0,9.0,1.0,4.0,2.0,0.172623
522,10.0,1.0,3.0,2.0,9.0,1.0,9.0,2.0,-0.229895
523,10.0,1.0,3.0,2.0,10.0,1.0,3.0,2.0,-0.172623
524,10.0,1.0,3.0,2.0,10.0,1.0,10.0,2.0,0.229895
525,10.0,1.0,4.0,2.0,3.0,1.0,6.0,2.0,-1.750167
526,10.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,0.000826
527,10.0,1.0,4.0,2.0,4.0,1.0,9.0,2.0,1.583361
528,10.0,1.0,4.0,2.0,5.0,1.0,3.0,2.0,1.749371
529,10.0,1.0,4.0,2.0,5.0,1.0,10.0,2.0,0.404213
530,10.0,1.0,4.0,2.0,7.0,1.0,8.0,2.0,-0.005825
531,10.0,1.0,4.0,2.0,9.0,1.0,6.0,2.0,-0.409591
532,10.0,1.0,4.0,2.0,10.0,1.0,4.0,2.0,-1.596768
533,10.0,1.0,4.0,2.0,10.0,1.0,9.0,2.0,0.002293
534,10.0,1.0,5.0,2.0,3.0,1.0,3.0,2.0,0.000238
535,10.0,1.0,5.0,2.0,3.0,1.0,10.0,2.0,0.406087
536,10.0,1.0,5.0,2.0,4.0,1.0,5.0,2.0,-0.451421
537,10.0,1.0,5.0,2.0,6.0,1.0,4.0,2.0,0.451285
538,10.0,1.0,5.0,2.0,6.0,1.0,9.0,2.0,0.106192
539,10.0,1.0,5.0,2.0,8.0,1.0,7.0,2.0,-0.001539
540,10.0,1.0,5.0,2.0,9.0,1.0,3.0,2.0,-0.409591
541,10.0,1.0,5.0,2.0,9.0,1.0,10.0,2.0,0.000566
542,10.0,1.0,5.0,2.0,10.0,1.0,5.0,2.0,-0.107566
543,10.0,1.0,6.0,2.0,4.0,1.0,6.0,2.0,0.809214
544,10.0,1.0,6.0,2.0,5.0,1.0,4.0,2.0,-0.80762
545,10.0,1.0,6.0,2.0,5.0,1.0,9.0,2.0,2.773766
546,10.0,1.0,6.0,2.0,10.0,1.0,6.0,2.0,-2.798305
547,10.0,1.0,7.0,2.0,3.0,1.0,8.0,2.0,0.204933
548,10.0,1.0,7.0,2.0,4.0,1.0,7.0,2.0,-0.204933
549,10.0,1.0,7.0,2.0,7.0,1.0,3.0,2.0,-0.203532
550,10.0,1.0,7.0,2.0,7.0,1.0,10.0,2.0,-0.210253
551,10.0,1.0,7.0,2.0,8.0,1.0,4.0,2.0,0.203532
552,10.0,1.0,7.0,2.0,8.0,1.0,9.0,2.0,0.210253
553,10.0,1.0,7.0,2.0,9.0,1.0,8.0,2.0,0.210414
554,10.0,1.0,7.0,2.0,10.0,1.0,7.0,2.0,-0.210414
555,10.0,1.0,8.0,2.0,4.0,1.0,8.0,2.0,-0.02851
556,10.0,1.0,8.0,2.0,5.0,1.0,7.0,2.0,1.105403
557,10.0,1.0,8.0,2.0,7.0,1.0,4.0,2.0,0.031961
558,10.0,1.0,8.0,2.0,7.0,1.0,9.0,2.0,1.004959
559,10.0,1.0,8.0,2.0,8.0,1.0,6.0,2.0,-1.111412
560,10.0,1.0,8.0,2.0,10.0,1.0,8.0,2.0,-1.006818
561,10.0,1.0,9.0,2.0,3.0,1.0,6.0,2.0,0.002475
562,10.0,1.0,9.0,2.0,4.0,1.0,4.0,2.0,-1e-06
563,10.0,1.0,9.0,2.0,4.0,1.0,9.0,2.0,-0.002274
564,10.0,1.0,9.0,2.0,5.0,1.0,3.0,2.0,-0.002473
565,10.0,1.0,9.0,2.0,5.0,1.0,10.0,2.0,-0.000558
566,10.0,1.0,9.0,2.0,7.0,1.0,8.0,2.0,8e-06
567,10.0,1.0,9.0,2.0,9.0,1.0,6.0,2.0,0.000566
568,10.0,1.0,9.0,2.0,10.0,1.0,4.0,2.0,0.002293
569,10.0,1.0,9.0,2.0,10.0,1.0,9.0,2.0,-4e-06
570,10.0,1.0,10.0,2.0,3.0,1.0,4.0,2.0,1.753766
571,10.0,1.0,10.0,2.0,3.0,1.0,9.0,2.0,-0.232045
572,10.0,1.0,10.0,2.0,4.0,1.0,3.0,2.0,-1.753766
573,10.0,1.0,10.0,2.0,4.0,1.0,10.0,2.0,0.232045
574,10.0,1.0,10.0,2.0,5.0,1.0,5.0,2.0,2.879957
575,10.0,1.0,10.0,2.0,6.0,1.0,6.0,2.0,-2.879957
576,10.0,1.0,10.0,2.0,7.0,1.0,7.0,2.0,-1.215205
577,10.0,1.0,10.0,2.0,8.0,1.0,8.0,2.0,1.215205
578,10.0,1.0,10.0,2.0,9.0,1.0,4.0,2.0,-0.229895
579,10.0,1.0,10.0,2.0,9.0,1.0,9.0,2.0,2.255413
580,10.0,1.0,10.0,2.0,10.0,1.0,3.0,2.0,0.229895
581,10.0,1.0,10.0,2.0,10.0,1.0,10.0,2.0,-2.255413
582,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,-10.396199
583,3.0,2.0,4.0,2.0,3.0,2.0,9.0,2.0,-1.061235
584,3.0,2.0,4.0,2.0,4.0,2.0,10.0,2.0,1.061235
585,3.0,2.0,4.0,2.0,5.0,2.0,6.0,2.0,4.325953
586,3.0,2.0,4.0,2.0,7.0,2.0,8.0,2.0,-5.930916
587,3.0,2.0,4.0,2.0,9.0,2.0,10.0,2.0,3.450956
588,3.0,2.0,5.0,2.0,3.0,2.0,5.0,2.0,-0.474309
589,3.0,2.0,5.0,2.0,5.0,2.0,10.0,2.0,-1.58058
590,3.0,2.0,6.0,2.0,3.0,2.0,6.0,2.0,-3.851644
591,3.0,2.0,6.0,2.0,4.0,2.0,9.0,2.0,3.4434
592,3.0,2.0,6.0,2.0,6.0,2.0,10.0,2.0,0.881952
593,3.0,2.0,7.0,2.0,3.0,2.0,7.0,2.0,-0.694677
594,3.0,2.0,7.0,2.0,5.0,2.0,8.0,2.0,-0.190332
595,3.0,2.0,7.0,2.0,7.0,2.0,10.0,2.0,0.066903
596,3.0,2.0,8.0,2.0,3.0,2.0,8.0,2.0,-5.236239
597,3.0,2.0,8.0,2.0,4.0,2.0,7.0,2.0,5.236239
598,3.0,2.0,8.0,2.0,7.0,2.0,9.0,2.0,-0.395313
599,3.0,2.0,8.0,2.0,8.0,2.0,10.0,2.0,0.395313
600,3.0,2.0,9.0,2.0,3.0,2.0,4.0,2.0,-1.061235
601,3.0,2.0,9.0,2.0,3.0,2.0,9.0,2.0,-0.3319
602,3.0,2.0,9.0,2.0,4.0,2.0,10.0,2.0,0.3319
603,3.0,2.0,9.0,2.0,5.0,2.0,6.0,2.0,-0.698628
604,3.0,2.0,9.0,2.0,7.0,2.0,8.0,2.0,-0.462216
605,3.0,2.0,9.0,2.0,9.0,2.0,10.0,2.0,-0.449919
606,3.0,2.0,10.0,2.0,3.0,2.0,10.0,2.0,-3.119057
607,3.0,2.0,10.0,2.0,4.0,2.0,5.0,2.0,3.4434
608,3.0,2.0,10.0,2.0,5.0,2.0,9.0,2.0,-0.794315
609,4.0,2.0,5.0,2.0,3.0,2.0,10.0,2.0,3.4434
610,4.0,2.0,5.0,2.0,4.0,2.0,5.0,2.0,-3.851644
611,4.0,2.0,5.0,2.0,5.0,2.0,9.0,2.0,0.881952
612,4.0,2.0,6.0,2.0,4.0,2.0,6.0,2.0,-0.474309
613,4.0,2.0,6.0,2.0,6.0,2.0,9.0,2.0,-1.58058
614,4.0,2.0,7.0,2.0,3.0,2.0,8.0,2.0,5.236239
615,4.0,2.0,7.0,2.0,4.0,2.0,7.0,2.0,-5.236239
616,4.0,2.0,7.0,2.0,7.0,2.0,9.0,2.0,0.395313
617,4.0,2.0,7.0,2.0,8.0,2.0,10.0,2.0,-0.395313
618,4.0,2.0,8.0,2.0,4.0,2.0,8.0,2.0,-0.694677
619,4.0,2.0,8.0,2.0,6.0,2.0,7.0,2.0,-0.190332
620,4.0,2.0,8.0,2.0,8.0,2.0,9.0,2.0,0.066903
621,4.0,2.0,9.0,2.0,3.0,2.0,6.0,2.0,3.4434
622,4.0,2.0,9.0,2.0,4.0,2.0,9.0,2.0,-3.119057
623,4.0,2.0,9.0,2.0,6.0,2.0,10.0,2.0,-0.794315
624,4.0,2.0,10.0,2.0,3.0,2.0,4.0,2.0,1.061235
625,4.0,2.0,10.0,2.0,3.0,2.0,9.0,2.0,0.3319
626,4.0,2.0,10.0,2.0,4.0,2.0,10.0,2.0,-0.3319
627,4.0,2.0,10.0,2.0,5.0,2.0,6.0,2.0,0.698628
628,4.0,2.0,10.0,2.0,7.0,2.0,8.0,2.0,0.462216
629,4.0,2.0,10.0,2.0,9.0,2.0,10.0,2.0,0.449919
630,5.0,2.0,6.0,2.0,3.0,2.0,4.0,2.0,4.325953
631,5.0,2.0,6.0,2.0,3.0,2.0,9.0,2.0,-0.698628
632,5.0,2.0,6.0,2.0,4.0,2.0,10.0,2.0,0.698628
633,5.0,2.0,6.0,2.0,5.0,2.0,6.0,2.0,-7.7866
634,5.0,2.0,6.0,2.0,7.0,2.0,8.0,2.0,3.060505
635,5.0,2.0,6.0,2.0,9.0,2.0,10.0,2.0,-5.653955
636,5.0,2.0,7.0,2.0,5.0,2.0,7.0,2.0,-0.515983
637,5.0,2.0,8.0,2.0,3.0,2.0,7.0,2.0,-0.190332
638,5.0,2.0,8.0,2.0,5.0,2.0,8.0,2.0,-2.544521
639,5.0,2.0,8.0,2.0,7.0,2.0,10.0,2.0,-2.173059
640,5.0,2.0,9.0,2.0,3.0,2.0,10.0,2.0,-0.794315
641,5.0,2.0,9.0,2.0,4.0,2.0,5.0,2.0,0.881952
642,5.0,2.0,9.0,2.0,5.0,2.0,9.0,2.0,-0.207255
643,5.0,2.0,10.0,2.0,3.0,2.0,5.0,2.0,-1.58058
644,5.0,2.0,10.0,2.0,5.0,2.0,10.0,2.0,-5.4467
645,6.0,2.0,7.0,2.0,4.0,2.0,8.0,2.0,-0.190332
646,6.0,2.0,7.0,2.0,6.0,2.0,7.0,2.0,-2.544521
647,6.0,2.0,7.0,2.0,8.0,2.0,9.0,2.0,-2.173059
648,6.0,2.0,8.0,2.0,6.0,2.0,8.0,2.0,-0.515983
649,6.0,2.0,9.0,2.0,4.0,2.0,6.0,2.0,-1.58058
650,6.0,2.0,9.0,2.0,6.0,2.0,9.0,2.0,-5.4467
651,6.0,2.0,10.0,2.0,3.0,2.0,6.0,2.0,0.881952
652,6.0,2.0,10.0,2.0,4.0,2.0,9.0,2.0,-0.794315
653,6.0,2.0,10.0,2.0,6.0,2.0,10.0,2.0,-0.207255
654,7.0,2.0,8.0,2.0,3.0,2.0,4.0,2.0,-5.930916
655,7.0,2.0,8.0,2.0,3.0,2.0,9.0,2.0,-0.462216
656,7.0,2.0,8.0,2.0,4.0,2.0,10.0,2.0,0.462216
657,7.0,2.0,8.0,2.0,5.0,2.0,6.0,2.0,3.060505
658,7.0,2.0,8.0,2.0,7.0,2.0,8.0,2.0,-6.845985
659,7.0,2.0,8.0,2.0,9.0,2.0,10.0,2.0,2.378961
660,7.0,2.0,9.0,2.0,3.0,2.0,8.0,2.0,-0.395313
661,7.0,2.0,9.0,2.0,4.0,2.0,7.0,2.0,0.395313
662,7.0,2.0,9.0,2.0,7.0,2.0,9.0,2.0,-0.409151
663,7.0,2.0,9.0,2.0,8.0,2.0,10.0,2.0,0.409151
664,7.0,2.0,10.0,2.0,3.0,2.0,7.0,2.0,0.066903
665,7.0,2.0,10.0,2.0,5.0,2.0,8.0,2.0,-2.173059
666,7.0,2.0,10.0,2.0,7.0,2.0,10.0,2.0,-1.96981
667,8.0,2.0,9.0,2.0,4.0,2.0,8.0,2.0,0.066903
668,8.0,2.0,9.0,2.0,6.0,2.0,7.0,2.0,-2.173059
669,8.0,2.0,9.0,2.0,8.0,2.0,9.0,2.0,-1.96981
670,8.0,2.0,10.0,2.0,3.0,2.0,8.0,2.0,0.395313
671,8.0,2.0,10.0,2.0,4.0,2.0,7.0,2.0,-0.395313
672,8.0,2.0,10.0,2.0,7.0,2.0,9.0,2.0,0.409151
673,8.0,2.0,10.0,2.0,8.0,2.0,10.0,2.0,-0.409151
674,9.0,2.0,10.0,2.0,3.0,2.0,4.0,2.0,3.450956
675,9.0,2.0,10.0,2.0,3.0,2.0,9.0,2.0,-0.449919
676,9.0,2.0,10.0,2.0,4.0,2.0,10.0,2.0,0.449919
677,9.0,2.0,10.0,2.0,5.0,2.0,6.0,2.0,-5.653955
678,9.0,2.0,10.0,2.0,7.0,2.0,8.0,2.0,2.378961
679,9.0,2.0,10.0,2.0,9.0,2.0,10.0,2.0,-4.407297
