,q_i1,q_i2,q_f1,q_f2,V_ffii,hf_lvl_i1,iso_i1,hf_lvl_i2,iso_i2,hf_lvl_f1,iso_f1,hf_lvl_f2,iso_f2
456,6.0,9.0,1.0,15.0,0.170404,9.0,1.0,4.0,2.0,4.0,1.0,10.0,2.0
457,6.0,9.0,2.0,10.0,0.355424,9.0,1.0,4.0,2.0,5.0,1.0,5.0,2.0
458,6.0,9.0,3.0,11.0,-0.355424,9.0,1.0,4.0,2.0,6.0,1.0,6.0,2.0
459,6.0,9.0,4.0,12.0,0.241318,9.0,1.0,4.0,2.0,7.0,1.0,7.0,2.0
460,6.0,9.0,5.0,13.0,-0.241318,9.0,1.0,4.0,2.0,8.0,1.0,8.0,2.0
461,6.0,9.0,6.0,9.0,-0.172623,9.0,1.0,4.0,2.0,9.0,1.0,4.0,2.0
462,6.0,9.0,6.0,14.0,0.229895,9.0,1.0,4.0,2.0,9.0,1.0,9.0,2.0
463,6.0,9.0,7.0,8.0,0.172623,9.0,1.0,4.0,2.0,10.0,1.0,3.0,2.0
464,6.0,9.0,7.0,15.0,-0.229895,9.0,1.0,4.0,2.0,10.0,1.0,10.0,2.0
465,6.0,10.0,0.0,10.0,0.809214,9.0,1.0,5.0,2.0,3.0,1.0,5.0,2.0
466,6.0,10.0,3.0,8.0,-0.80762,9.0,1.0,5.0,2.0,6.0,1.0,3.0,2.0
467,6.0,10.0,3.0,15.0,2.773766,9.0,1.0,5.0,2.0,6.0,1.0,10.0,2.0
468,6.0,10.0,6.0,10.0,-2.798305,9.0,1.0,5.0,2.0,9.0,1.0,5.0,2.0
469,6.0,11.0,0.0,11.0,-0.451421,9.0,1.0,6.0,2.0,3.0,1.0,6.0,2.0
470,6.0,11.0,1.0,9.0,0.000238,9.0,1.0,6.0,2.0,4.0,1.0,4.0,2.0
471,6.0,11.0,1.0,14.0,0.406087,9.0,1.0,6.0,2.0,4.0,1.0,9.0,2.0
472,6.0,11.0,2.0,8.0,0.451285,9.0,1.0,6.0,2.0,5.0,1.0,3.0,2.0
473,6.0,11.0,2.0,15.0,0.106192,9.0,1.0,6.0,2.0,5.0,1.0,10.0,2.0
474,6.0,11.0,4.0,13.0,-0.001539,9.0,1.0,6.0,2.0,7.0,1.0,8.0,2.0
475,6.0,11.0,6.0,11.0,-0.107566,9.0,1.0,6.0,2.0,9.0,1.0,6.0,2.0
476,6.0,11.0,7.0,9.0,-0.409591,9.0,1.0,6.0,2.0,10.0,1.0,4.0,2.0
477,6.0,11.0,7.0,14.0,0.000566,9.0,1.0,6.0,2.0,10.0,1.0,9.0,2.0
478,6.0,12.0,0.0,12.0,-0.02851,9.0,1.0,7.0,2.0,3.0,1.0,7.0,2.0
479,6.0,12.0,3.0,13.0,1.105403,9.0,1.0,7.0,2.0,6.0,1.0,8.0,2.0
480,6.0,12.0,4.0,10.0,-1.111412,9.0,1.0,7.0,2.0,7.0,1.0,5.0,2.0
481,6.0,12.0,5.0,8.0,0.031961,9.0,1.0,7.0,2.0,8.0,1.0,3.0,2.0
482,6.0,12.0,5.0,15.0,1.004959,9.0,1.0,7.0,2.0,8.0,1.0,10.0,2.0
483,6.0,12.0,6.0,12.0,-1.006818,9.0,1.0,7.0,2.0,9.0,1.0,7.0,2.0
484,6.0,13.0,0.0,13.0,-0.204933,9.0,1.0,8.0,2.0,3.0,1.0,8.0,2.0
485,6.0,13.0,1.0,12.0,0.204933,9.0,1.0,8.0,2.0,4.0,1.0,7.0,2.0
486,6.0,13.0,4.0,8.0,0.203532,9.0,1.0,8.0,2.0,7.0,1.0,3.0,2.0
487,6.0,13.0,4.0,15.0,0.210253,9.0,1.0,8.0,2.0,7.0,1.0,10.0,2.0
488,6.0,13.0,5.0,9.0,-0.203532,9.0,1.0,8.0,2.0,8.0,1.0,4.0,2.0
489,6.0,13.0,5.0,14.0,-0.210253,9.0,1.0,8.0,2.0,8.0,1.0,9.0,2.0
490,6.0,13.0,6.0,13.0,-0.210414,9.0,1.0,8.0,2.0,9.0,1.0,8.0,2.0
491,6.0,13.0,7.0,12.0,0.210414,9.0,1.0,8.0,2.0,10.0,1.0,7.0,2.0
492,6.0,14.0,0.0,9.0,-1.753766,9.0,1.0,9.0,2.0,3.0,1.0,4.0,2.0
493,6.0,14.0,0.0,14.0,0.232045,9.0,1.0,9.0,2.0,3.0,1.0,9.0,2.0
494,6.0,14.0,1.0,8.0,1.753766,9.0,1.0,9.0,2.0,4.0,1.0,3.0,2.0
495,6.0,14.0,1.0,15.0,-0.232045,9.0,1.0,9.0,2.0,4.0,1.0,10.0,2.0
496,6.0,14.0,2.0,10.0,-2.879957,9.0,1.0,9.0,2.0,5.0,1.0,5.0,2.0
497,6.0,14.0,3.0,11.0,2.879957,9.0,1.0,9.0,2.0,6.0,1.0,6.0,2.0
498,6.0,14.0,4.0,12.0,1.215205,9.0,1.0,9.0,2.0,7.0,1.0,7.0,2.0
499,6.0,14.0,5.0,13.0,-1.215205,9.0,1.0,9.0,2.0,8.0,1.0,8.0,2.0
500,6.0,14.0,6.0,9.0,0.229895,9.0,1.0,9.0,2.0,9.0,1.0,4.0,2.0
501,6.0,14.0,6.0,14.0,-2.255413,9.0,1.0,9.0,2.0,9.0,1.0,9.0,2.0
502,6.0,14.0,7.0,8.0,-0.229895,9.0,1.0,9.0,2.0,10.0,1.0,3.0,2.0
503,6.0,14.0,7.0,15.0,2.255413,9.0,1.0,9.0,2.0,10.0,1.0,10.0,2.0
504,6.0,15.0,0.0,8.0,-1e-06,9.0,1.0,10.0,2.0,3.0,1.0,3.0,2.0
505,6.0,15.0,0.0,15.0,-0.002274,9.0,1.0,10.0,2.0,3.0,1.0,10.0,2.0
506,6.0,15.0,1.0,10.0,0.002475,9.0,1.0,10.0,2.0,4.0,1.0,5.0,2.0
507,6.0,15.0,3.0,9.0,-0.002473,9.0,1.0,10.0,2.0,6.0,1.0,4.0,2.0
508,6.0,15.0,3.0,14.0,-0.000558,9.0,1.0,10.0,2.0,6.0,1.0,9.0,2.0
509,6.0,15.0,5.0,12.0,8e-06,9.0,1.0,10.0,2.0,8.0,1.0,7.0,2.0
510,6.0,15.0,6.0,8.0,0.002293,9.0,1.0,10.0,2.0,9.0,1.0,3.0,2.0
511,6.0,15.0,6.0,15.0,-4e-06,9.0,1.0,10.0,2.0,9.0,1.0,10.0,2.0
512,6.0,15.0,7.0,10.0,0.000566,9.0,1.0,10.0,2.0,10.0,1.0,5.0,2.0
513,7.0,8.0,0.0,9.0,0.546812,10.0,1.0,3.0,2.0,3.0,1.0,4.0,2.0
514,7.0,8.0,0.0,14.0,0.170404,10.0,1.0,3.0,2.0,3.0,1.0,9.0,2.0
515,7.0,8.0,1.0,8.0,-0.546812,10.0,1.0,3.0,2.0,4.0,1.0,3.0,2.0
516,7.0,8.0,1.0,15.0,-0.170404,10.0,1.0,3.0,2.0,4.0,1.0,10.0,2.0
517,7.0,8.0,2.0,10.0,-0.355424,10.0,1.0,3.0,2.0,5.0,1.0,5.0,2.0
518,7.0,8.0,3.0,11.0,0.355424,10.0,1.0,3.0,2.0,6.0,1.0,6.0,2.0
519,7.0,8.0,4.0,12.0,-0.241318,10.0,1.0,3.0,2.0,7.0,1.0,7.0,2.0
520,7.0,8.0,5.0,13.0,0.241318,10.0,1.0,3.0,2.0,8.0,1.0,8.0,2.0
521,7.0,8.0,6.0,9.0,0.172623,10.0,1.0,3.0,2.0,9.0,1.0,4.0,2.0
522,7.0,8.0,6.0,14.0,-0.229895,10.0,1.0,3.0,2.0,9.0,1.0,9.0,2.0
523,7.0,8.0,7.0,8.0,-0.172623,10.0,1.0,3.0,2.0,10.0,1.0,3.0,2.0
524,7.0,8.0,7.0,15.0,0.229895,10.0,1.0,3.0,2.0,10.0,1.0,10.0,2.0
525,7.0,9.0,0.0,11.0,-1.750167,10.0,1.0,4.0,2.0,3.0,1.0,6.0,2.0
526,7.0,9.0,1.0,9.0,0.000826,10.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0
527,7.0,9.0,1.0,14.0,1.583361,10.0,1.0,4.0,2.0,4.0,1.0,9.0,2.0
528,7.0,9.0,2.0,8.0,1.749371,10.0,1.0,4.0,2.0,5.0,1.0,3.0,2.0
529,7.0,9.0,2.0,15.0,0.404213,10.0,1.0,4.0,2.0,5.0,1.0,10.0,2.0
530,7.0,9.0,4.0,13.0,-0.005825,10.0,1.0,4.0,2.0,7.0,1.0,8.0,2.0
531,7.0,9.0,6.0,11.0,-0.409591,10.0,1.0,4.0,2.0,9.0,1.0,6.0,2.0
532,7.0,9.0,7.0,9.0,-1.596768,10.0,1.0,4.0,2.0,10.0,1.0,4.0,2.0
533,7.0,9.0,7.0,14.0,0.002293,10.0,1.0,4.0,2.0,10.0,1.0,9.0,2.0
534,7.0,10.0,0.0,8.0,0.000238,10.0,1.0,5.0,2.0,3.0,1.0,3.0,2.0
535,7.0,10.0,0.0,15.0,0.406087,10.0,1.0,5.0,2.0,3.0,1.0,10.0,2.0
536,7.0,10.0,1.0,10.0,-0.451421,10.0,1.0,5.0,2.0,4.0,1.0,5.0,2.0
537,7.0,10.0,3.0,9.0,0.451285,10.0,1.0,5.0,2.0,6.0,1.0,4.0,2.0
538,7.0,10.0,3.0,14.0,0.106192,10.0,1.0,5.0,2.0,6.0,1.0,9.0,2.0
539,7.0,10.0,5.0,12.0,-0.001539,10.0,1.0,5.0,2.0,8.0,1.0,7.0,2.0
540,7.0,10.0,6.0,8.0,-0.409591,10.0,1.0,5.0,2.0,9.0,1.0,3.0,2.0
541,7.0,10.0,6.0,15.0,0.000566,10.0,1.0,5.0,2.0,9.0,1.0,10.0,2.0
542,7.0,10.0,7.0,10.0,-0.107566,10.0,1.0,5.0,2.0,10.0,1.0,5.0,2.0
543,7.0,11.0,1.0,11.0,0.809214,10.0,1.0,6.0,2.0,4.0,1.0,6.0,2.0
544,7.0,11.0,2.0,9.0,-0.80762,10.0,1.0,6.0,2.0,5.0,1.0,4.0,2.0
545,7.0,11.0,2.0,14.0,2.773766,10.0,1.0,6.0,2.0,5.0,1.0,9.0,2.0
546,7.0,11.0,7.0,11.0,-2.798305,10.0,1.0,6.0,2.0,10.0,1.0,6.0,2.0
547,7.0,12.0,0.0,13.0,0.204933,10.0,1.0,7.0,2.0,3.0,1.0,8.0,2.0
548,7.0,12.0,1.0,12.0,-0.204933,10.0,1.0,7.0,2.0,4.0,1.0,7.0,2.0
549,7.0,12.0,4.0,8.0,-0.203532,10.0,1.0,7.0,2.0,7.0,1.0,3.0,2.0
550,7.0,12.0,4.0,15.0,-0.210253,10.0,1.0,7.0,2.0,7.0,1.0,10.0,2.0
551,7.0,12.0,5.0,9.0,0.203532,10.0,1.0,7.0,2.0,8.0,1.0,4.0,2.0
552,7.0,12.0,5.0,14.0,0.210253,10.0,1.0,7.0,2.0,8.0,1.0,9.0,2.0
553,7.0,12.0,6.0,13.0,0.210414,10.0,1.0,7.0,2.0,9.0,1.0,8.0,2.0
554,7.0,12.0,7.0,12.0,-0.210414,10.0,1.0,7.0,2.0,10.0,1.0,7.0,2.0
555,7.0,13.0,1.0,13.0,-0.02851,10.0,1.0,8.0,2.0,4.0,1.0,8.0,2.0
556,7.0,13.0,2.0,12.0,1.105403,10.0,1.0,8.0,2.0,5.0,1.0,7.0,2.0
557,7.0,13.0,4.0,9.0,0.031961,10.0,1.0,8.0,2.0,7.0,1.0,4.0,2.0
558,7.0,13.0,4.0,14.0,1.004959,10.0,1.0,8.0,2.0,7.0,1.0,9.0,2.0
559,7.0,13.0,5.0,11.0,-1.111412,10.0,1.0,8.0,2.0,8.0,1.0,6.0,2.0
560,7.0,13.0,7.0,13.0,-1.006818,10.0,1.0,8.0,2.0,10.0,1.0,8.0,2.0
561,7.0,14.0,0.0,11.0,0.002475,10.0,1.0,9.0,2.0,3.0,1.0,6.0,2.0
562,7.0,14.0,1.0,9.0,-1e-06,10.0,1.0,9.0,2.0,4.0,1.0,4.0,2.0
563,7.0,14.0,1.0,14.0,-0.002274,10.0,1.0,9.0,2.0,4.0,1.0,9.0,2.0
564,7.0,14.0,2.0,8.0,-0.002473,10.0,1.0,9.0,2.0,5.0,1.0,3.0,2.0
565,7.0,14.0,2.0,15.0,-0.000558,10.0,1.0,9.0,2.0,5.0,1.0,10.0,2.0
566,7.0,14.0,4.0,13.0,8e-06,10.0,1.0,9.0,2.0,7.0,1.0,8.0,2.0
567,7.0,14.0,6.0,11.0,0.000566,10.0,1.0,9.0,2.0,9.0,1.0,6.0,2.0
568,7.0,14.0,7.0,9.0,0.002293,10.0,1.0,9.0,2.0,10.0,1.0,4.0,2.0
569,7.0,14.0,7.0,14.0,-4e-06,10.0,1.0,9.0,2.0,10.0,1.0,9.0,2.0
570,7.0,15.0,0.0,9.0,1.753766,10.0,1.0,10.0,2.0,3.0,1.0,4.0,2.0
571,7.0,15.0,0.0,14.0,-0.232045,10.0,1.0,10.0,2.0,3.0,1.0,9.0,2.0
572,7.0,15.0,1.0,8.0,-1.753766,10.0,1.0,10.0,2.0,4.0,1.0,3.0,2.0
573,7.0,15.0,1.0,15.0,0.232045,10.0,1.0,10.0,2.0,4.0,1.0,10.0,2.0
574,7.0,15.0,2.0,10.0,2.879957,10.0,1.0,10.0,2.0,5.0,1.0,5.0,2.0
575,7.0,15.0,3.0,11.0,-2.879957,10.0,1.0,10.0,2.0,6.0,1.0,6.0,2.0
576,7.0,15.0,4.0,12.0,-1.215205,10.0,1.0,10.0,2.0,7.0,1.0,7.0,2.0
577,7.0,15.0,5.0,13.0,1.215205,10.0,1.0,10.0,2.0,8.0,1.0,8.0,2.0
578,7.0,15.0,6.0,9.0,-0.229895,10.0,1.0,10.0,2.0,9.0,1.0,4.0,2.0
579,7.0,15.0,6.0,14.0,2.255413,10.0,1.0,10.0,2.0,9.0,1.0,9.0,2.0
580,7.0,15.0,7.0,8.0,0.229895,10.0,1.0,10.0,2.0,10.0,1.0,3.0,2.0
581,7.0,15.0,7.0,15.0,-2.255413,10.0,1.0,10.0,2.0,10.0,1.0,10.0,2.0
582,8.0,9.0,8.0,9.0,-10.396199,3.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0
583,8.0,9.0,8.0,14.0,-1.061235,3.0,2.0,4.0,2.0,3.0,2.0,9.0,2.0
584,8.0,9.0,9.0,15.0,1.061235,3.0,2.0,4.0,2.0,4.0,2.0,10.0,2.0
585,8.0,9.0,10.0,11.0,4.325953,3.0,2.0,4.0,2.0,5.0,2.0,6.0,2.0
586,8.0,9.0,12.0,13.0,-5.930916,3.0,2.0,4.0,2.0,7.0,2.0,8.0,2.0
587,8.0,9.0,14.0,15.0,3.450956,3.0,2.0,4.0,2.0,9.0,2.0,10.0,2.0
588,8.0,10.0,8.0,10.0,-0.474309,3.0,2.0,5.0,2.0,3.0,2.0,5.0,2.0
589,8.0,10.0,10.0,15.0,-1.58058,3.0,2.0,5.0,2.0,5.0,2.0,10.0,2.0
590,8.0,11.0,8.0,11.0,-3.851644,3.0,2.0,6.0,2.0,3.0,2.0,6.0,2.0
591,8.0,11.0,9.0,14.0,3.4434,3.0,2.0,6.0,2.0,4.0,2.0,9.0,2.0
592,8.0,11.0,11.0,15.0,0.881952,3.0,2.0,6.0,2.0,6.0,2.0,10.0,2.0
593,8.0,12.0,8.0,12.0,-0.694677,3.0,2.0,7.0,2.0,3.0,2.0,7.0,2.0
594,8.0,12.0,10.0,13.0,-0.190332,3.0,2.0,7.0,2.0,5.0,2.0,8.0,2.0
595,8.0,12.0,12.0,15.0,0.066903,3.0,2.0,7.0,2.0,7.0,2.0,10.0,2.0
596,8.0,13.0,8.0,13.0,-5.236239,3.0,2.0,8.0,2.0,3.0,2.0,8.0,2.0
597,8.0,13.0,9.0,12.0,5.236239,3.0,2.0,8.0,2.0,4.0,2.0,7.0,2.0
598,8.0,13.0,12.0,14.0,-0.395313,3.0,2.0,8.0,2.0,7.0,2.0,9.0,2.0
599,8.0,13.0,13.0,15.0,0.395313,3.0,2.0,8.0,2.0,8.0,2.0,10.0,2.0
600,8.0,14.0,8.0,9.0,-1.061235,3.0,2.0,9.0,2.0,3.0,2.0,4.0,2.0
601,8.0,14.0,8.0,14.0,-0.3319,3.0,2.0,9.0,2.0,3.0,2.0,9.0,2.0
602,8.0,14.0,9.0,15.0,0.3319,3.0,2.0,9.0,2.0,4.0,2.0,10.0,2.0
603,8.0,14.0,10.0,11.0,-0.698628,3.0,2.0,9.0,2.0,5.0,2.0,6.0,2.0
604,8.0,14.0,12.0,13.0,-0.462216,3.0,2.0,9.0,2.0,7.0,2.0,8.0,2.0
605,8.0,14.0,14.0,15.0,-0.449919,3.0,2.0,9.0,2.0,9.0,2.0,10.0,2.0
606,8.0,15.0,8.0,15.0,-3.119057,3.0,2.0,10.0,2.0,3.0,2.0,10.0,2.0
607,8.0,15.0,9.0,10.0,3.4434,3.0,2.0,10.0,2.0,4.0,2.0,5.0,2.0
608,8.0,15.0,10.0,14.0,-0.794315,3.0,2.0,10.0,2.0,5.0,2.0,9.0,2.0
609,9.0,10.0,8.0,15.0,3.4434,4.0,2.0,5.0,2.0,3.0,2.0,10.0,2.0
610,9.0,10.0,9.0,10.0,-3.851644,4.0,2.0,5.0,2.0,4.0,2.0,5.0,2.0
611,9.0,10.0,10.0,14.0,0.881952,4.0,2.0,5.0,2.0,5.0,2.0,9.0,2.0
612,9.0,11.0,9.0,11.0,-0.474309,4.0,2.0,6.0,2.0,4.0,2.0,6.0,2.0
613,9.0,11.0,11.0,14.0,-1.58058,4.0,2.0,6.0,2.0,6.0,2.0,9.0,2.0
614,9.0,12.0,8.0,13.0,5.236239,4.0,2.0,7.0,2.0,3.0,2.0,8.0,2.0
615,9.0,12.0,9.0,12.0,-5.236239,4.0,2.0,7.0,2.0,4.0,2.0,7.0,2.0
616,9.0,12.0,12.0,14.0,0.395313,4.0,2.0,7.0,2.0,7.0,2.0,9.0,2.0
617,9.0,12.0,13.0,15.0,-0.395313,4.0,2.0,7.0,2.0,8.0,2.0,10.0,2.0
618,9.0,13.0,9.0,13.0,-0.694677,4.0,2.0,8.0,2.0,4.0,2.0,8.0,2.0
619,9.0,13.0,11.0,12.0,-0.190332,4.0,2.0,8.0,2.0,6.0,2.0,7.0,2.0
620,9.0,13.0,13.0,14.0,0.066903,4.0,2.0,8.0,2.0,8.0,2.0,9.0,2.0
621,9.0,14.0,8.0,11.0,3.4434,4.0,2.0,9.0,2.0,3.0,2.0,6.0,2.0
622,9.0,14.0,9.0,14.0,-3.119057,4.0,2.0,9.0,2.0,4.0,2.0,9.0,2.0
623,9.0,14.0,11.0,15.0,-0.794315,4.0,2.0,9.0,2.0,6.0,2.0,10.0,2.0
624,9.0,15.0,8.0,9.0,1.061235,4.0,2.0,10.0,2.0,3.0,2.0,4.0,2.0
625,9.0,15.0,8.0,14.0,0.3319,4.0,2.0,10.0,2.0,3.0,2.0,9.0,2.0
626,9.0,15.0,9.0,15.0,-0.3319,4.0,2.0,10.0,2.0,4.0,2.0,10.0,2.0
627,9.0,15.0,10.0,11.0,0.698628,4.0,2.0,10.0,2.0,5.0,2.0,6.0,2.0
628,9.0,15.0,12.0,13.0,0.462216,4.0,2.0,10.0,2.0,7.0,2.0,8.0,2.0
629,9.0,15.0,14.0,15.0,0.449919,4.0,2.0,10.0,2.0,9.0,2.0,10.0,2.0
630,10.0,11.0,8.0,9.0,4.325953,5.0,2.0,6.0,2.0,3.0,2.0,4.0,2.0
631,10.0,11.0,8.0,14.0,-0.698628,5.0,2.0,6.0,2.0,3.0,2.0,9.0,2.0
632,10.0,11.0,9.0,15.0,0.698628,5.0,2.0,6.0,2.0,4.0,2.0,10.0,2.0
633,10.0,11.0,10.0,11.0,-7.7866,5.0,2.0,6.0,2.0,5.0,2.0,6.0,2.0
634,10.0,11.0,12.0,13.0,3.060505,5.0,2.0,6.0,2.0,7.0,2.0,8.0,2.0
635,10.0,11.0,14.0,15.0,-5.653955,5.0,2.0,6.0,2.0,9.0,2.0,10.0,2.0
636,10.0,12.0,10.0,12.0,-0.515983,5.0,2.0,7.0,2.0,5.0,2.0,7.0,2.0
637,10.0,13.0,8.0,12.0,-0.190332,5.0,2.0,8.0,2.0,3.0,2.0,7.0,2.0
638,10.0,13.0,10.0,13.0,-2.544521,5.0,2.0,8.0,2.0,5.0,2.0,8.0,2.0
639,10.0,13.0,12.0,15.0,-2.173059,5.0,2.0,8.0,2.0,7.0,2.0,10.0,2.0
640,10.0,14.0,8.0,15.0,-0.794315,5.0,2.0,9.0,2.0,3.0,2.0,10.0,2.0
641,10.0,14.0,9.0,10.0,0.881952,5.0,2.0,9.0,2.0,4.0,2.0,5.0,2.0
642,10.0,14.0,10.0,14.0,-0.207255,5.0,2.0,9.0,2.0,5.0,2.0,9.0,2.0
643,10.0,15.0,8.0,10.0,-1.58058,5.0,2.0,10.0,2.0,3.0,2.0,5.0,2.0
644,10.0,15.0,10.0,15.0,-5.4467,5.0,2.0,10.0,2.0,5.0,2.0,10.0,2.0
645,11.0,12.0,9.0,13.0,-0.190332,6.0,2.0,7.0,2.0,4.0,2.0,8.0,2.0
646,11.0,12.0,11.0,12.0,-2.544521,6.0,2.0,7.0,2.0,6.0,2.0,7.0,2.0
647,11.0,12.0,13.0,14.0,-2.173059,6.0,2.0,7.0,2.0,8.0,2.0,9.0,2.0
648,11.0,13.0,11.0,13.0,-0.515983,6.0,2.0,8.0,2.0,6.0,2.0,8.0,2.0
649,11.0,14.0,9.0,11.0,-1.58058,6.0,2.0,9.0,2.0,4.0,2.0,6.0,2.0
650,11.0,14.0,11.0,14.0,-5.4467,6.0,2.0,9.0,2.0,6.0,2.0,9.0,2.0
651,11.0,15.0,8.0,11.0,0.881952,6.0,2.0,10.0,2.0,3.0,2.0,6.0,2.0
652,11.0,15.0,9.0,14.0,-0.794315,6.0,2.0,10.0,2.0,4.0,2.0,9.0,2.0
653,11.0,15.0,11.0,15.0,-0.207255,6.0,2.0,10.0,2.0,6.0,2.0,10.0,2.0
654,12.0,13.0,8.0,9.0,-5.930916,7.0,2.0,8.0,2.0,3.0,2.0,4.0,2.0
655,12.0,13.0,8.0,14.0,-0.462216,7.0,2.0,8.0,2.0,3.0,2.0,9.0,2.0
656,12.0,13.0,9.0,15.0,0.462216,7.0,2.0,8.0,2.0,4.0,2.0,10.0,2.0
657,12.0,13.0,10.0,11.0,3.060505,7.0,2.0,8.0,2.0,5.0,2.0,6.0,2.0
658,12.0,13.0,12.0,13.0,-6.845985,7.0,2.0,8.0,2.0,7.0,2.0,8.0,2.0
659,12.0,13.0,14.0,15.0,2.378961,7.0,2.0,8.0,2.0,9.0,2.0,10.0,2.0
660,12.0,14.0,8.0,13.0,-0.395313,7.0,2.0,9.0,2.0,3.0,2.0,8.0,2.0
661,12.0,14.0,9.0,12.0,0.395313,7.0,2.0,9.0,2.0,4.0,2.0,7.0,2.0
662,12.0,14.0,12.0,14.0,-0.409151,7.0,2.0,9.0,2.0,7.0,2.0,9.0,2.0
663,12.0,14.0,13.0,15.0,0.409151,7.0,2.0,9.0,2.0,8.0,2.0,10.0,2.0
664,12.0,15.0,8.0,12.0,0.066903,7.0,2.0,10.0,2.0,3.0,2.0,7.0,2.0
665,12.0,15.0,10.0,13.0,-2.173059,7.0,2.0,10.0,2.0,5.0,2.0,8.0,2.0
666,12.0,15.0,12.0,15.0,-1.96981,7.0,2.0,10.0,2.0,7.0,2.0,10.0,2.0
667,13.0,14.0,9.0,13.0,0.066903,8.0,2.0,9.0,2.0,4.0,2.0,8.0,2.0
668,13.0,14.0,11.0,12.0,-2.173059,8.0,2.0,9.0,2.0,6.0,2.0,7.0,2.0
669,13.0,14.0,13.0,14.0,-1.96981,8.0,2.0,9.0,2.0,8.0,2.0,9.0,2.0
670,13.0,15.0,8.0,13.0,0.395313,8.0,2.0,10.0,2.0,3.0,2.0,8.0,2.0
671,13.0,15.0,9.0,12.0,-0.395313,8.0,2.0,10.0,2.0,4.0,2.0,7.0,2.0
672,13.0,15.0,12.0,14.0,0.409151,8.0,2.0,10.0,2.0,7.0,2.0,9.0,2.0
673,13.0,15.0,13.0,15.0,-0.409151,8.0,2.0,10.0,2.0,8.0,2.0,10.0,2.0
674,14.0,15.0,8.0,9.0,3.450956,9.0,2.0,10.0,2.0,3.0,2.0,4.0,2.0
675,14.0,15.0,8.0,14.0,-0.449919,9.0,2.0,10.0,2.0,3.0,2.0,9.0,2.0
676,14.0,15.0,9.0,15.0,0.449919,9.0,2.0,10.0,2.0,4.0,2.0,10.0,2.0
677,14.0,15.0,10.0,11.0,-5.653955,9.0,2.0,10.0,2.0,5.0,2.0,6.0,2.0
678,14.0,15.0,12.0,13.0,2.378961,9.0,2.0,10.0,2.0,7.0,2.0,8.0,2.0
679,14.0,15.0,14.0,15.0,-4.407297,9.0,2.0,10.0,2.0,9.0,2.0,10.0,2.0
